ms_zoning,lot_area,street,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,pool_qc,fence,misc_feature,mo_sold,yr_sold,sale_type,saleprice
RL,9.287394001418473,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,FuseA,720,472,7.084226422097916,0.0,0.0,1,1,4,1,TA,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,No Misc,12,2006,WD ,11.813037464800539
RM,9.200391041122515,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1008.0,1008.0,GasW,TA,Y,SBrkr,1178,1032,7.701200180857446,0.0,0.0,2,0,5,1,Fa,8,Typ,0,No Fireplace,Detchd,1930.0,Unf,1.0,205.0,Fa,TA,N,0,48,0,0,No Pool,No Fence,No Misc,5,2007,WD ,11.674202123168433
RM,8.699681400989514,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,276.0,Unf,0.0,569.0,845.0,GasA,TA,Y,SBrkr,866,430,7.167809184316444,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,0,0,175,0,No Pool,No Fence,No Misc,7,2007,WD ,11.755879486687116
RL,9.785773264516571,Pave,No Alley,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,ALQ,1632.0,Rec,829.0,0.0,2461.0,GasA,Gd,Y,SBrkr,2497,0,7.823245690685523,1.0,0.0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,1981.0,RFn,2.0,676.0,TA,TA,Y,266,0,0,0,No Pool,No Fence,No Misc,3,2007,WD ,12.829336379587506
RM,7.298445101508147,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,0.0,188.0,546.0,GasA,Ex,Y,SBrkr,546,546,6.996681488176539,0.0,0.0,2,1,3,1,TA,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,187,0,0,0,No Pool,No Fence,No Misc,3,2008,WD ,11.49273296168228
RL,9.885629034234816,Pave,No Alley,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,7.410347097821024,1.0,0.0,2,1,3,1,Gd,6,Typ,0,No Fireplace,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,No Misc,6,2010,WD ,12.221630984446026
RL,9.076923258535832,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,909,807,7.448333860897476,0.0,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0,120,0,0,No Pool,No Fence,No Misc,7,2009,WD ,12.160033942617156
RL,8.960082528170402,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1014,0,6.922643891475888,0.0,0.0,1,0,2,1,TA,6,Typ,0,No Fireplace,Attchd,1956.0,RFn,1.0,267.0,TA,TA,Y,0,0,40,200,No Pool,GdWo,No Misc,3,2008,WD ,11.49273296168228
RL,9.287394001418473,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,TA,Y,SBrkr,1200,0,7.0909098220799835,3.0,0.0,3,0,3,1,TA,5,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,120,0,0,0,No Pool,No Fence,No Misc,3,2009,WD ,12.095146671399466
RL,9.120415664448196,Pave,No Alley,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,Unf,0.0,1043.0,1422.0,GasA,Ex,Y,SBrkr,1432,0,7.267525427828172,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,2.0,492.0,TA,TA,Y,297,50,0,0,No Pool,No Fence,No Misc,9,2009,WD ,12.409017571151187
RL,9.224341891611996,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,379.0,1650.0,GasA,Ex,Y,SBrkr,1680,0,7.427144133408616,1.0,0.0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2.0,583.0,TA,TA,Y,78,73,0,0,No Pool,No Fence,No Misc,6,2009,WD ,12.270225154674701
RL,9.222565341598752,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,N,SBrkr,869,0,6.76849321164863,0.0,0.0,1,0,1,1,TA,3,Typ,0,No Fireplace,Detchd,1948.0,Unf,1.0,390.0,Fa,TA,N,0,0,66,0,No Pool,GdPrv,No Misc,8,2008,WD ,11.40646434386837
RL,9.224440496354964,Pave,No Alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,885,833,7.449498005382849,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0,94,0,291,No Pool,No Fence,No Misc,12,2009,WD ,12.128116509451258
RM,7.698936199813447,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,TA,Y,SBrkr,525,567,6.996681488176539,0.0,0.0,1,1,3,1,TA,6,Typ,0,No Fireplace,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,144,0,0,0,No Pool,No Fence,No Misc,2,2007,WD ,11.63956692643747
RL,9.297893268984044,Pave,Grvl,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Fa,N,FuseP,715,0,6.573680166960646,0.0,0.0,1,0,2,1,TA,4,Typ,0,No Fireplace,Detchd,1967.0,Unf,2.0,660.0,Fa,TA,N,0,0,75,112,No Pool,No Fence,No Misc,8,2006,WD ,11.127277689932466
RL,9.126632622902697,Pave,No Alley,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560,0,7.353081920515432,0.0,0.0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100,150,0,0,No Pool,No Fence,No Misc,4,2010,WD ,12.211065162153215
FV,9.190545744648004,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400.0,Unf,0.0,466.0,866.0,GasA,Gd,Y,SBrkr,866,902,7.478169694159785,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,2.0,603.0,TA,TA,Y,0,108,0,0,No Pool,No Fence,No Misc,2,2008,WD ,12.331387247601905
RL,9.123910643977796,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,848.0,848.0,GasA,Ex,Y,SBrkr,848,750,7.377133712833954,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,433.0,TA,TA,Y,100,48,0,0,No Pool,No Fence,No Misc,7,2006,WD ,12.213499994358957
RL,9.18512512283512,Pave,No Alley,Reg,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0.0,268.0,990.0,GasA,Ex,Y,SBrkr,990,0,6.898714534329988,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1997.0,Unf,2.0,528.0,TA,TA,Y,168,0,0,0,No Pool,No Fence,No Misc,8,2008,WD ,11.951186847493476
RL,9.06009870864564,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,941.0,Unf,0.0,0.0,941.0,GasA,Gd,Y,SBrkr,941,0,6.848005274576363,1.0,0.0,1,0,2,1,Gd,4,Typ,0,No Fireplace,Attchd,1978.0,Unf,2.0,564.0,TA,TA,Y,0,40,0,0,No Pool,No Fence,No Misc,11,2009,WD ,11.884495917930655
RM,8.72518249495877,Pave,No Alley,IR1,Lvl,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,0.0,611.0,611.0,GasA,Ex,Y,SBrkr,751,611,7.217443431696533,0.0,0.0,2,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1920.0,Fin,2.0,502.0,TA,Fa,Y,0,0,84,0,No Pool,No Fence,No Misc,6,2008,WD ,11.759793355371237
RL,9.157783121237507,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,520.0,Unf,0.0,395.0,915.0,GasA,Ex,Y,SBrkr,940,750,7.43307534889858,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,442.0,TA,TA,Y,0,50,0,0,No Pool,No Fence,No Misc,6,2007,WD ,12.138869243416009
RM,8.209580483475577,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,6.9782137426306985,1.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,No Pool,No Fence,No Misc,4,2009,WD ,11.8879382384223
RL,9.371693622333941,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,20.0,Unf,0.0,1526.0,1546.0,GasA,Ex,Y,SBrkr,1546,0,7.344072850573066,0.0,0.0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,3.0,796.0,TA,TA,Y,144,42,0,0,No Pool,No Fence,No Misc,6,2007,WD ,12.28765724080691
RL,9.384041546476526,Pave,No Alley,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,7.205635176410364,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,No Pool,No Fence,No Misc,5,2010,WD ,12.301387370778713
RL,9.249657234353133,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,485.0,732.0,GasA,Gd,Y,SBrkr,1012,778,7.490529402060711,1.0,0.0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2.0,484.0,TA,TA,Y,148,0,0,147,No Pool,No Fence,No Misc,11,2006,WD ,12.014615485902027
RL,9.30301070681749,Pave,No Alley,IR1,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505.0,LwQ,435.0,0.0,940.0,GasA,TA,Y,SBrkr,1026,0,6.934397209928558,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1981.0,Unf,2.0,576.0,TA,Fa,Y,0,0,34,0,No Pool,MnPrv,No Misc,10,2008,WD ,11.898194668458823
RL,9.382948236582498,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,690.0,Unf,0.0,814.0,1504.0,GasA,Ex,Y,SBrkr,1504,0,7.316548177182976,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,Y,115,66,0,0,No Pool,No Fence,No Misc,6,2009,WD ,12.220966184120165
RL,9.26416545867109,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018.0,Unf,0.0,380.0,1398.0,GasA,Gd,Y,SBrkr,1700,0,7.438971592395862,0.0,1.0,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2.0,447.0,TA,TA,Y,0,38,0,0,No Pool,No Fence,No Misc,4,2010,WD ,12.016732516077072
RL,9.017847259860732,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,6.762729506931879,1.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,0,100,0,No Pool,No Fence,No Misc,9,2008,WD ,11.112462823634855
RL,9.186150133174966,Pave,No Alley,Reg,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,536.0,Rec,117.0,169.0,822.0,GasA,Gd,Y,SBrkr,1020,831,7.524021415206125,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1964.0,RFn,2.0,440.0,TA,TA,Y,239,42,0,0,No Pool,MnWw,No Misc,7,2007,WD ,12.138869243416009
FV,8.00603417874901,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,0.0,249.0,756.0,GasA,Ex,Y,SBrkr,756,756,7.321849713788356,1.0,0.0,2,1,2,1,Gd,4,Typ,0,No Fireplace,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,No Pool,No Fence,No Misc,8,2009,WD ,12.100717685412471
RL,8.82790796297859,Pave,No Alley,Reg,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,113.0,Unf,0.0,538.0,651.0,GasA,Gd,Y,SBrkr,759,539,7.1693500166706,0.0,0.0,2,0,2,1,TA,8,Typ,1,Gd,Detchd,1994.0,Unf,1.0,240.0,TA,TA,P,216,0,168,0,No Pool,No Fence,No Misc,8,2007,WD ,11.89478753335453
RL,9.337413454539659,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412.0,Unf,0.0,261.0,1673.0,GasA,Ex,Y,SBrkr,1673,0,7.422971251049421,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,Y,306,113,0,116,No Pool,No Fence,No Misc,1,2007,WD ,12.506180941677357
RL,9.112727543109182,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747.0,Unf,0.0,189.0,936.0,GasA,Ex,Y,SBrkr,996,0,6.904750769961838,1.0,0.0,1,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,1992.0,Unf,2.0,564.0,TA,TA,Y,120,0,0,0,No Pool,No Fence,No Misc,4,2010,WD ,11.898194668458823
RL,8.99528899055931,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,481.0,Rec,174.0,161.0,816.0,GasA,TA,Y,SBrkr,816,408,7.110696122978827,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1950.0,Unf,1.0,280.0,TA,TA,Y,414,0,0,0,No Pool,GdWo,No Misc,5,2010,WD ,11.790564777297387
RL,8.594339400592892,Pave,No Alley,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315.0,Rec,105.0,420.0,840.0,GasA,Ex,Y,SBrkr,840,534,7.226209010100671,0.0,0.0,1,0,2,1,TA,6,Typ,0,No Fireplace,Detchd,1967.0,Fin,1.0,338.0,TA,TA,Y,0,0,198,0,No Pool,No Fence,No Misc,10,2009,WD ,11.561725152903833
RL,8.646113971483077,Pave,Grvl,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210.0,Unf,0.0,570.0,780.0,GasA,Ex,N,SBrkr,936,780,7.448333860897476,1.0,0.0,2,0,6,1,Fa,9,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,184,0,0,No Pool,No Fence,No Misc,3,2008,WD ,11.819681958463892
RL,8.922791623969637,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,7.042286171939743,0.0,0.0,1,1,3,1,Gd,5,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,0,55,0,0,No Pool,No Fence,No Misc,10,2007,WD ,11.898194668458823
RL,9.486000469200638,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572.0,Unf,0.0,80.0,1652.0,GasA,Ex,Y,SBrkr,1652,0,7.410347097821024,1.0,0.0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2.0,840.0,TA,TA,Y,404,102,0,0,No Pool,No Fence,No Misc,11,2009,WD ,12.691583538230217
RL,9.15788851197376,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1046.0,1046.0,GasA,Gd,N,SBrkr,1054,0,6.961296045910167,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1947.0,Unf,1.0,240.0,TA,TA,Y,0,60,122,0,No Pool,No Fence,No Misc,9,2008,WD ,11.728044909070785
RL,9.512442967089195,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,935.0,GasA,TA,Y,SBrkr,935,0,6.841615476477592,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,180,0,0,0,No Pool,MnPrv,No Misc,11,2006,WD ,11.827743504053695
RM,9.392745258631441,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,608.0,172.0,924.0,GasA,Ex,Y,SBrkr,1122,0,7.023758954738443,1.0,0.0,1,0,2,1,Gd,6,Typ,0,No Fireplace,Attchd,1948.0,Unf,2.0,528.0,TA,TA,Y,0,36,0,0,No Pool,GdWo,No Misc,5,2008,WD ,11.898194668458823
RL,8.965845494750937,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,1180.0,GasA,TA,Y,SBrkr,1180,0,7.074116816197362,0.0,0.0,1,1,2,1,TA,6,Typ,0,No Fireplace,Attchd,1970.0,RFn,2.0,477.0,TA,TA,Y,0,45,0,0,No Pool,No Fence,No Misc,3,2009,COD,11.759793355371237
RL,8.872487182278038,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,7.223295679562314,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,No Pool,No Fence,No Misc,4,2010,WD ,12.230770136157428
RL,9.204121072162266,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,1486.0,GasA,Ex,Y,SBrkr,1486,0,7.304515946460155,1.0,0.0,1,0,3,1,TA,7,Typ,0,No Fireplace,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,No Misc,3,2009,WD ,12.025755079404917
RM,8.651898894268529,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,455,7.0317412587631285,0.0,0.0,1,1,3,1,TA,5,Typ,0,No Fireplace,Detchd,1941.0,Unf,1.0,200.0,TA,TA,Y,26,0,0,0,No Pool,No Fence,No Misc,8,2009,WD ,11.104972264124868
RL,9.440340364086879,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,247.0,GLQ,1039.0,0.0,1286.0,GasA,Ex,Y,SBrkr,1565,1234,7.937374696163295,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,3.0,704.0,TA,TA,Y,432,136,0,0,No Pool,No Fence,No Misc,10,2006,WD ,12.660331092405906
